ENCODED_MCT,MCT_BSE_AR,MCT_NM,MCT_BRD_NUM,MCT_SIGUNGU_NM,HPSN_MCT_ZCD_NM,HPSN_MCT_BZN_CD_NM,ARE_D,MCT_ME_D,HJD_CODE,X,Y
B98F4B5F96,서울특별시 성동구 뚝섬로 312,브로**************,,서울 성동구,베이커리,,20231122,,1120065000.0,204032.4300000026,449082.1000000179
1AFD192CB4,서울특별시 성동구 뚝섬로 312,성수****,,서울 성동구,백반/가정식,,20201008,,1120065000.0,204032.4300000026,449082.1000000179
1AFD192CB4,서울특별시 성동구 뚝섬로 312,성수****,,서울 성동구,백반/가정식,,20201008,,1120065000.0,204032.4300000026,449082.1000000179
741144A2CD,서울특별시 성동구 뚝섬로 317,한입***,,서울 성동구,샌드위치/토스트,,20240507,,1120065000.0,204087.58000000106,449096.38000001997
741144A2CD,서울특별시 성동구 뚝섬로 317,한입***,,서울 성동구,샌드위치/토스트,,20240507,,1120065000.0,204087.58000000106,449096.38000001997
7EA392124A,서울특별시 성동구 뚝섬로 390,꼬꼬**,,서울 성동구,치킨,성수,20220913,,1120067000.0,204764.93999999223,448827.7800000216
7EA392124A,서울특별시 성동구 뚝섬로 390,꼬꼬**,,서울 성동구,치킨,성수,20220913,,1120067000.0,204764.93999999223,448827.7800000216
7829A485F0,서울특별시 성동구 뚝섬로 390,원스**,,서울 성동구,카페,성수,20221012,,1120067000.0,204764.93999999223,448827.7800000216
7829A485F0,서울특별시 성동구 뚝섬로 390,원스**,,서울 성동구,카페,성수,20221012,,1120067000.0,204764.93999999223,448827.7800000216
DE96D5A30B,서울특별시 성동구 뚝섬로 392,어*,,서울 성동구,일식당,성수,20191028,,1120067000.0,204790.8800000081,448820.3200000228
DE96D5A30B,서울특별시 성동구 뚝섬로 392,어*,,서울 성동구,일식당,성수,20191028,,1120067000.0,204790.8800000081,448820.3200000228
28B588EEB5,서울특별시 성동구 뚝섬로 392,돼*,,서울 성동구,한식-육류/고기,성수,20240425,,1120067000.0,204790.8800000081,448820.3200000228
28B588EEB5,서울특별시 성동구 뚝섬로 392,돼*,,서울 성동구,한식-육류/고기,성수,20240425,,1120067000.0,204790.8800000081,448820.3200000228
0F6B536D3D,서울특별시 성동구 뚝섬로 393,리타***,,서울 성동구,양식,성수,20210609,,1120067000.0,204819.37999999657,448840.5300000001
0F6B536D3D,서울특별시 성동구 뚝섬로 393,리타***,,서울 성동구,양식,성수,20210609,,1120067000.0,204819.37999999657,448840.5300000001
64BF96D72B,서울특별시 성동구 뚝섬로 394,덤 **************,,서울 성동구,양식,성수,20240923,,1120067000.0,204815.07000003773,448816.0300000233
64BF96D72B,서울특별시 성동구 뚝섬로 394,덤 **************,,서울 성동구,양식,성수,20240923,,1120067000.0,204815.07000003773,448816.0300000233
D2E6E383CD,서울특별시 성동구 뚝섬로 395,빽다*******,커피전문점4,서울 성동구,커피전문점,성수,20210714,,1120067000.0,204835.28999999876,448838.7900000257
D2E6E383CD,서울특별시 성동구 뚝섬로 395,빽다*******,커피전문점4,서울 성동구,커피전문점,성수,20210714,,1120067000.0,204835.28999999876,448838.7900000257
D983AF8437,서울특별시 성동구 뚝섬로 395,음악**,,서울 성동구,일반 유흥주점,성수,20170213,,1120067000.0,204835.28999999876,448838.7900000257
D983AF8437,서울특별시 성동구 뚝섬로 395,음악**,,서울 성동구,일반 유흥주점,성수,20170213,,1120067000.0,204835.28999999876,448838.7900000257
1DE2A5E40D,서울특별시 성동구 뚝섬로 399,마하**,,서울 성동구,동남아/인도음식,성수,20171221,,1120067000.0,204868.48999996338,448828.6000000179
1DE2A5E40D,서울특별시 성동구 뚝섬로 399,마하**,,서울 성동구,동남아/인도음식,성수,20171221,,1120067000.0,204868.48999996338,448828.6000000179
0CC58A24DF,서울특별시 성동구 뚝섬로 400,샹도*,,서울 성동구,베이커리,성수,20220627,,1120067000.0,204860.77000004562,448779.5300000191
0CC58A24DF,서울특별시 성동구 뚝섬로 400,샹도*,,서울 성동구,베이커리,성수,20220627,,1120067000.0,204860.77000004562,448779.5300000191
197C457DEF,서울특별시 성동구 뚝섬로 400,소나***,,서울 성동구,커피전문점,성수,20190422,,1120067000.0,204860.77000004562,448779.5300000191
197C457DEF,서울특별시 성동구 뚝섬로 400,소나***,,서울 성동구,커피전문점,성수,20190422,,1120067000.0,204860.77000004562,448779.5300000191
A565901532,서울특별시 성동구 뚝섬로 404,봉*,,서울 성동구,베이커리,성수,20221013,,1120067000.0,204893.8800000049,448786.63000002265
A565901532,서울특별시 성동구 뚝섬로 404,봉*,,서울 성동구,베이커리,성수,20221013,,1120067000.0,204893.8800000049,448786.63000002265
BA09699019,서울특별시 성동구 뚝섬로 408,싹쓰***,,서울 성동구,한식-육류/고기,성수,20210614,,1120067000.0,204939.09999996808,448774.62000002566
BA09699019,서울특별시 성동구 뚝섬로 408,싹쓰***,,서울 성동구,한식-육류/고기,성수,20210614,,1120067000.0,204939.09999996808,448774.62000002566
1BE17A9B6B,서울특별시 성동구 뚝섬로 409,어썸*****,,서울 성동구,베이커리,성수,20240130,,1120067000.0,204962.28999999276,448798.5900000235
1BE17A9B6B,서울특별시 성동구 뚝섬로 409,어썸*****,,서울 성동구,베이커리,성수,20240130,,1120067000.0,204962.28999999276,448798.5900000235
D3F29D0C95,서울특별시 성동구 뚝섬로 413,브로*******************,,서울 성동구,커피전문점,성수,20200825,,1120067000.0,204985.51999996876,448790.1700000229
D3F29D0C95,서울특별시 성동구 뚝섬로 413,브로*******************,,서울 성동구,커피전문점,성수,20200825,,1120067000.0,204985.51999996876,448790.1700000229
9592C66510,서울특별시 성동구 뚝섬로 414,대광**,,서울 성동구,백반/가정식,성수,20200317,,1120067000.0,204992.62000003373,448760.36000002164
9592C66510,서울특별시 성동구 뚝섬로 414,대광**,,서울 성동구,백반/가정식,성수,20200317,,1120067000.0,204992.62000003373,448760.36000002164
E6738F086C,서울특별시 성동구 뚝섬로 420,브레***,,서울 성동구,베이커리,,20210819,20250721.0,1120067000.0,205039.70999998777,448743.19000002346
E6738F086C,서울특별시 성동구 뚝섬로 420,브레***,,서울 성동구,베이커리,,20210819,20250721.0,1120067000.0,205039.70999998777,448743.19000002346
5E5092A910,서울특별시 성동구 뚝섬로 427,소미*****,,서울 성동구,카페,,20221118,,1120067000.0,205130.08999995858,448740.7400000169
5E5092A910,서울특별시 성동구 뚝섬로 427,소미*****,,서울 성동구,카페,,20221118,,1120067000.0,205130.08999995858,448740.7400000169
E9A75D0A9D,서울특별시 성동구 뚝섬로 430,단과*,,서울 성동구,베이커리,,20191212,,1120067000.0,205138.46000001437,448709.3200000147
E9A75D0A9D,서울특별시 성동구 뚝섬로 430,단과*,,서울 성동구,베이커리,,20191212,,1120067000.0,205138.46000001437,448709.3200000147
BD7955F77D,서울특별시 성동구 마장로 137,떡볶****************,,서울 성동구,분식,,20221111,,1120053500.0,202213.3699999945,452032.1599999983
BD7955F77D,서울특별시 성동구 마장로 137,떡볶****************,,서울 성동구,분식,,20221111,,1120053500.0,202213.3699999945,452032.1599999983
49B504B02C,서울특별시 성동구 마장로 137,김가*********,분식1,서울 성동구,분식,,20240315,,1120053500.0,202213.3699999945,452032.1599999983
49B504B02C,서울특별시 성동구 마장로 137,김가*********,분식1,서울 성동구,분식,,20240315,,1120053500.0,202213.3699999945,452032.1599999983
1C0E3D3E9C,서울특별시 성동구 마장로 137,스텔***********,,서울 성동구,분식,,20240610,,1120053500.0,202213.3699999945,452032.1599999983
1C0E3D3E9C,서울특별시 성동구 마장로 137,스텔***********,,서울 성동구,분식,,20240610,,1120053500.0,202213.3699999945,452032.1599999983
7462B564B6,서울특별시 성동구 마장로 137,포케********,,서울 성동구,양식,,20240911,,1120053500.0,202213.3699999945,452032.1599999983
7462B564B6,서울특별시 성동구 마장로 137,포케********,,서울 성동구,양식,,20240911,,1120053500.0,202213.3699999945,452032.1599999983
E76CBA6E55,서울특별시 성동구 마장로 137,노랑*******,치킨11,서울 성동구,치킨,,20210702,20250811.0,1120053500.0,202213.3699999945,452032.1599999983
E76CBA6E55,서울특별시 성동구 마장로 137,노랑*******,치킨11,서울 성동구,치킨,,20210702,20250811.0,1120053500.0,202213.3699999945,452032.1599999983
70DB9DA8AB,서울특별시 성동구 마장로 137,가마***,치킨4,서울 성동구,치킨,,20230608,,1120053500.0,202213.3699999945,452032.1599999983
70DB9DA8AB,서울특별시 성동구 마장로 137,가마***,치킨4,서울 성동구,치킨,,20230608,,1120053500.0,202213.3699999945,452032.1599999983
0780CB40AB,서울특별시 성동구 마장로 137,호식***********,치킨38,서울 성동구,치킨,,20231115,,1120053500.0,202213.3699999945,452032.1599999983
0780CB40AB,서울특별시 성동구 마장로 137,호식***********,치킨38,서울 성동구,치킨,,20231115,,1120053500.0,202213.3699999945,452032.1599999983
9F7E6E0B21,서울특별시 성동구 마장로 137,샐러********,,서울 성동구,카페,,20240508,,1120053500.0,202213.3699999945,452032.1599999983
9F7E6E0B21,서울특별시 성동구 마장로 137,샐러********,,서울 성동구,카페,,20240508,,1120053500.0,202213.3699999945,452032.1599999983
88106077FD,서울특별시 성동구 마장로 137,카페***,,서울 성동구,카페,,20240617,,1120053500.0,202213.3699999945,452032.1599999983
88106077FD,서울특별시 성동구 마장로 137,카페***,,서울 성동구,카페,,20240617,,1120053500.0,202213.3699999945,452032.1599999983
802DF1F491,서울특별시 성동구 마장로 137,노모*******,,서울 성동구,피자,,20230525,,1120053500.0,202213.3699999945,452032.1599999983
802DF1F491,서울특별시 성동구 마장로 137,노모*******,,서울 성동구,피자,,20230525,,1120053500.0,202213.3699999945,452032.1599999983
E7580812AD,서울특별시 성동구 마장로 137,보스***,,서울 성동구,피자,,20240207,,1120053500.0,202213.3699999945,452032.1599999983
E7580812AD,서울특별시 성동구 마장로 137,보스***,,서울 성동구,피자,,20240207,,1120053500.0,202213.3699999945,452032.1599999983
685929E817,서울특별시 성동구 마장로 137,블랙*************,,서울 성동구,농산물,,20191106,,1120053500.0,202213.3699999945,452032.1599999983
685929E817,서울특별시 성동구 마장로 137,블랙*************,,서울 성동구,농산물,,20191106,,1120053500.0,202213.3699999945,452032.1599999983
EF414AEF31,서울특별시 성동구 마장로 137,봉주**,,서울 성동구,농산물,,20231109,,1120053500.0,202213.3699999945,452032.1599999983
EF414AEF31,서울특별시 성동구 마장로 137,봉주**,,서울 성동구,농산물,,20231109,,1120053500.0,202213.3699999945,452032.1599999983
6B1348B076,서울특별시 성동구 마장로 137,슈퍼**********,,서울 성동구,식료품,,20240620,,1120053500.0,202213.3699999945,452032.1599999983
6B1348B076,서울특별시 성동구 마장로 137,슈퍼**********,,서울 성동구,식료품,,20240620,,1120053500.0,202213.3699999945,452032.1599999983
F27FC18E41,서울특별시 성동구 마장로 137,보틀***,,서울 성동구,와인샵,,20220616,20250214.0,1120053500.0,202213.3699999945,452032.1599999983
F27FC18E41,서울특별시 성동구 마장로 137,보틀***,,서울 성동구,와인샵,,20220616,20250214.0,1120053500.0,202213.3699999945,452032.1599999983
DD45EECEE3,서울특별시 성동구 마장로 137,연*,,서울 성동구,일식당,,20200908,,1120053500.0,202213.3699999945,452032.1599999983
DD45EECEE3,서울특별시 성동구 마장로 137,연*,,서울 성동구,일식당,,20200908,,1120053500.0,202213.3699999945,452032.1599999983
AD9274D19D,서울특별시 성동구 마장로 137,만복**,,서울 성동구,일식당,,20230413,,1120053500.0,202213.3699999945,452032.1599999983
AD9274D19D,서울특별시 성동구 마장로 137,만복**,,서울 성동구,일식당,,20230413,,1120053500.0,202213.3699999945,452032.1599999983
80D43FAFB4,서울특별시 성동구 마장로 137,칠리*,,서울 성동구,중식당,,20171107,,1120053500.0,202213.3699999945,452032.1599999983
80D43FAFB4,서울특별시 성동구 마장로 137,칠리*,,서울 성동구,중식당,,20171107,,1120053500.0,202213.3699999945,452032.1599999983
42994169E6,서울특별시 성동구 마장로 137,서래*,,서울 성동구,중식당,,20200522,,1120053500.0,202213.3699999945,452032.1599999983
42994169E6,서울특별시 성동구 마장로 137,서래*,,서울 성동구,중식당,,20200522,,1120053500.0,202213.3699999945,452032.1599999983
F01D034A24,서울특별시 성동구 마장로 137,51****,,서울 성동구,베이커리,,20240320,,1120053500.0,202213.3699999945,452032.1599999983
F01D034A24,서울특별시 성동구 마장로 137,51****,,서울 성동구,베이커리,,20240320,,1120053500.0,202213.3699999945,452032.1599999983
953592B09D,서울특별시 성동구 마장로 137,쿠에**,,서울 성동구,이자카야,,20230822,,1120053500.0,202213.3699999945,452032.1599999983
953592B09D,서울특별시 성동구 마장로 137,쿠에**,,서울 성동구,이자카야,,20230822,,1120053500.0,202213.3699999945,452032.1599999983
2B2AF25A23,서울특별시 성동구 마장로 137,왕십*********,,서울 성동구,인삼제품,,20240102,,1120053500.0,202213.3699999945,452032.1599999983
2B2AF25A23,서울특별시 성동구 마장로 137,왕십*********,,서울 성동구,인삼제품,,20240102,,1120053500.0,202213.3699999945,452032.1599999983
1FAF18BB8F,서울특별시 성동구 마장로 137,카페********,커피전문점7,서울 성동구,커피전문점,,20230811,,1120053500.0,202213.3699999945,452032.1599999983
1FAF18BB8F,서울특별시 성동구 마장로 137,카페********,커피전문점7,서울 성동구,커피전문점,,20230811,,1120053500.0,202213.3699999945,452032.1599999983
4AD953D850,서울특별시 성동구 마장로 137,빽다*********,커피전문점4,서울 성동구,커피전문점,,20230824,,1120053500.0,202213.3699999945,452032.1599999983
4AD953D850,서울특별시 성동구 마장로 137,빽다*********,커피전문점4,서울 성동구,커피전문점,,20230824,,1120053500.0,202213.3699999945,452032.1599999983
67FCC5D980,서울특별시 성동구 마장로 137,명태**,백반/가정식10,서울 성동구,백반/가정식,,20181030,,1120053500.0,202213.3699999945,452032.1599999983
67FCC5D980,서울특별시 성동구 마장로 137,명태**,백반/가정식10,서울 성동구,백반/가정식,,20181030,,1120053500.0,202213.3699999945,452032.1599999983
4DD8AC6665,서울특별시 성동구 마장로 137,다시*,,서울 성동구,백반/가정식,,20201006,,1120053500.0,202213.3699999945,452032.1599999983
4DD8AC6665,서울특별시 성동구 마장로 137,다시*,,서울 성동구,백반/가정식,,20201006,,1120053500.0,202213.3699999945,452032.1599999983
2EE7676921,서울특별시 성동구 마장로 137,와이********,,서울 성동구,백반/가정식,,20221230,,1120053500.0,202213.3699999945,452032.1599999983
2EE7676921,서울특별시 성동구 마장로 137,와이********,,서울 성동구,백반/가정식,,20221230,,1120053500.0,202213.3699999945,452032.1599999983
1A9644F28E,서울특별시 성동구 마장로 137,양가**********,,서울 성동구,백반/가정식,,20221230,,1120053500.0,202213.3699999945,452032.1599999983
1A9644F28E,서울특별시 성동구 마장로 137,양가**********,,서울 성동구,백반/가정식,,20221230,,1120053500.0,202213.3699999945,452032.1599999983
BAFFCE9B97,서울특별시 성동구 마장로 137,등촌**********,한식-국수/만두4,서울 성동구,한식-국수/만두,,20211104,,1120053500.0,202213.3699999945,452032.1599999983
BAFFCE9B97,서울특별시 성동구 마장로 137,등촌**********,한식-국수/만두4,서울 성동구,한식-국수/만두,,20211104,,1120053500.0,202213.3699999945,452032.1599999983
DABFCC04D8,서울특별시 성동구 마장로 137,더육*,,서울 성동구,한식-육류/고기,,20181207,,1120053500.0,202213.3699999945,452032.1599999983
DABFCC04D8,서울특별시 성동구 마장로 137,더육*,,서울 성동구,한식-육류/고기,,20181207,,1120053500.0,202213.3699999945,452032.1599999983
C5BFDBE81E,서울특별시 성동구 마장로 137,장흥*,,서울 성동구,한식-육류/고기,,20200320,,1120053500.0,202213.3699999945,452032.1599999983
C5BFDBE81E,서울특별시 성동구 마장로 137,장흥*,,서울 성동구,한식-육류/고기,,20200320,,1120053500.0,202213.3699999945,452032.1599999983
4F98A3CB2D,서울특별시 성동구 마장로 137,청계**,,서울 성동구,한식-육류/고기,,20220701,,1120053500.0,202213.3699999945,452032.1599999983
4F98A3CB2D,서울특별시 성동구 마장로 137,청계**,,서울 성동구,한식-육류/고기,,20220701,,1120053500.0,202213.3699999945,452032.1599999983
9D2AB94FB8,서울특별시 성동구 마장로 137,수비*****,,서울 성동구,한식-육류/고기,,20230105,,1120053500.0,202213.3699999945,452032.1599999983
9D2AB94FB8,서울특별시 성동구 마장로 137,수비*****,,서울 성동구,한식-육류/고기,,20230105,,1120053500.0,202213.3699999945,452032.1599999983
C9915FFC82,서울특별시 성동구 마장로 137,상상********,,서울 성동구,한식-육류/고기,,20240723,,1120053500.0,202213.3699999945,452032.1599999983
C9915FFC82,서울특별시 성동구 마장로 137,상상********,,서울 성동구,한식-육류/고기,,20240723,,1120053500.0,202213.3699999945,452032.1599999983
237D0C814D,서울특별시 성동구 마장로 137,오물**************,,서울 성동구,한식-단품요리일반,,20190516,,1120053500.0,202213.3699999945,452032.1599999983
237D0C814D,서울특별시 성동구 마장로 137,오물**************,,서울 성동구,한식-단품요리일반,,20190516,,1120053500.0,202213.3699999945,452032.1599999983
44150C17AB,서울특별시 성동구 마장로 137,수유*********,,서울 성동구,한식-단품요리일반,,20201211,,1120053500.0,202213.3699999945,452032.1599999983
44150C17AB,서울특별시 성동구 마장로 137,수유*********,,서울 성동구,한식-단품요리일반,,20201211,,1120053500.0,202213.3699999945,452032.1599999983
B8F11300C9,서울특별시 성동구 마장로 187,케이***,,서울 성동구,카페,,20221129,,1120053500.0,202716.69999996564,451923.88000001607
B8F11300C9,서울특별시 성동구 마장로 187,케이***,,서울 성동구,카페,,20221129,,1120053500.0,202716.69999996564,451923.88000001607
86D0C43DB4,서울특별시 성동구 마장로 200,농심**,,서울 성동구,농산물,,20220809,,1120053500.0,202816.50000004086,451879.2200000214
86D0C43DB4,서울특별시 성동구 마장로 200,농심**,,서울 성동구,농산물,,20220809,,1120053500.0,202816.50000004086,451879.2200000214
CCD6FF6A66,서울특별시 성동구 마장로 203,영주**,,서울 성동구,백반/가정식,,20230613,,1120053500.0,202864.50000003865,451905.3100000152
CCD6FF6A66,서울특별시 성동구 마장로 203,영주**,,서울 성동구,백반/가정식,,20230613,,1120053500.0,202864.50000003865,451905.3100000152
F1071108E7,서울특별시 성동구 마장로 216,전여******,,서울 성동구,일식당,왕십리,20230731,,1120053500.0,202983.19000002,451856.3100000177
F1071108E7,서울특별시 성동구 마장로 216,전여******,,서울 성동구,일식당,왕십리,20230731,,1120053500.0,202983.19000002,451856.3100000177
0BEDDE7AF8,서울특별시 성동구 마장로 216,전여*,,서울 성동구,한식-단품요리일반,왕십리,20211228,,1120053500.0,202983.19000002,451856.3100000177
0BEDDE7AF8,서울특별시 성동구 마장로 216,전여*,,서울 성동구,한식-단품요리일반,왕십리,20211228,,1120053500.0,202983.19000002,451856.3100000177
014A6A2154,서울특별시 성동구 마장로 222,소양*,,서울 성동구,백반/가정식,왕십리,20231016,,1120053500.0,203045.76999996326,451847.64000001573
014A6A2154,서울특별시 성동구 마장로 222,소양*,,서울 성동구,백반/가정식,왕십리,20231016,,1120053500.0,203045.76999996326,451847.64000001573
E3298570A2,서울특별시 성동구 마장로 235,25***,,서울 성동구,호프/맥주,왕십리,20200709,,1120054000.0,203173.56000000442,451855.84000001865
E3298570A2,서울특별시 성동구 마장로 235,25***,,서울 성동구,호프/맥주,왕십리,20200709,,1120054000.0,203173.56000000442,451855.84000001865
56E8BA3007,서울특별시 성동구 마장로 270,메즈**********,,서울 성동구,호프/맥주,,20230830,,1120054000.0,203531.08999998058,451779.4500000213
56E8BA3007,서울특별시 성동구 마장로 270,메즈**********,,서울 성동구,호프/맥주,,20230830,,1120054000.0,203531.08999998058,451779.4500000213
A5DC44A844,서울특별시 성동구 마장로 271,희망****,,서울 성동구,카페,,20201218,,1120054000.0,203558.31999996435,451883.8199999995
A5DC44A844,서울특별시 성동구 마장로 271,희망****,,서울 성동구,카페,,20201218,,1120054000.0,203558.31999996435,451883.8199999995
F391294C30,서울특별시 성동구 마장로 271,아이***********,,서울 성동구,아이스크림/빙수,,20230913,,1120054000.0,203558.31999996435,451883.8199999995
F391294C30,서울특별시 성동구 마장로 271,아이***********,,서울 성동구,아이스크림/빙수,,20230913,,1120054000.0,203558.31999996435,451883.8199999995
8EE981921E,서울특별시 성동구 마장로 283,명가*******,,서울 성동구,치킨,,20211103,,1120054000.0,203660.24999998687,451791.47000002547
8EE981921E,서울특별시 성동구 마장로 283,명가*******,,서울 성동구,치킨,,20211103,,1120054000.0,203660.24999998687,451791.47000002547
718E770104,서울특별시 성동구 마장로 283,파리*******,베이커리10,서울 성동구,베이커리,,20190422,,1120054000.0,203660.24999998687,451791.47000002547
718E770104,서울특별시 성동구 마장로 283,파리*******,베이커리10,서울 성동구,베이커리,,20190422,,1120054000.0,203660.24999998687,451791.47000002547
4FD8DEB849,서울특별시 성동구 마장로 288,월*,,서울 성동구,식료품,,20210419,,1120054000.0,203710.6099999842,451746.03000001353
4FD8DEB849,서울특별시 성동구 마장로 288,월*,,서울 성동구,식료품,,20210419,,1120054000.0,203710.6099999842,451746.03000001353
FCBDB3C308,서울특별시 성동구 마장로 289,블랙***,,서울 성동구,카페,,20240906,,1120054000.0,203680.86000000875,451816.85000001395
FCBDB3C308,서울특별시 성동구 마장로 289,블랙***,,서울 성동구,카페,,20240906,,1120054000.0,203680.86000000875,451816.85000001395
C919038375,서울특별시 성동구 마장로 292,보배**,,서울 성동구,한식-육류/고기,,20201012,,1120054000.0,203739.2300000201,451761.680000018
C919038375,서울특별시 성동구 마장로 292,보배**,,서울 성동구,한식-육류/고기,,20201012,,1120054000.0,203739.2300000201,451761.680000018
30EBD20CBF,서울특별시 성동구 마장로 297,통통**,,서울 성동구,백반/가정식,,20191219,,1120054000.0,203757.4299999825,451859.9400000173
30EBD20CBF,서울특별시 성동구 마장로 297,통통**,,서울 성동구,백반/가정식,,20191219,,1120054000.0,203757.4299999825,451859.9400000173
145A1666B3,서울특별시 성동구 마장로 297,통통**,,서울 성동구,한식-육류/고기,,20191219,,1120054000.0,203757.4299999825,451859.9400000173
145A1666B3,서울특별시 성동구 마장로 297,통통**,,서울 성동구,한식-육류/고기,,20191219,,1120054000.0,203757.4299999825,451859.9400000173
F901334796,서울특별시 성동구 마장로 298,유성************,,서울 성동구,한식-찌개/전골,,20210201,,1120054000.0,203790.88000003961,451804.61000001646
F901334796,서울특별시 성동구 마장로 298,유성************,,서울 성동구,한식-찌개/전골,,20210201,,1120054000.0,203790.88000003961,451804.61000001646
0C02E54954,서울특별시 성동구 마장로 299,컴포*********,커피전문점11,서울 성동구,커피전문점,,20220516,,1120054000.0,203776.02999998245,451859.3500000243
0C02E54954,서울특별시 성동구 마장로 299,컴포*********,커피전문점11,서울 성동구,커피전문점,,20220516,,1120054000.0,203776.02999998245,451859.3500000243
E4B34ABDDB,서울특별시 성동구 마장로 301,아쿠**,,서울 성동구,호프/맥주,,20191017,,1120054000.0,203798.92999997968,451878.4100000209
E4B34ABDDB,서울특별시 성동구 마장로 301,아쿠**,,서울 성동구,호프/맥주,,20191017,,1120054000.0,203798.92999997968,451878.4100000209
4BF6B1EEF7,서울특별시 성동구 마장로 301,오땅********,호프/맥주6,서울 성동구,호프/맥주,,20191107,,1120054000.0,203798.92999997968,451878.4100000209
4BF6B1EEF7,서울특별시 성동구 마장로 301,오땅********,호프/맥주6,서울 성동구,호프/맥주,,20191107,,1120054000.0,203798.92999997968,451878.4100000209
DD0FCFEDE6,서울특별시 성동구 마장로 301,메가*********,커피전문점2,서울 성동구,커피전문점,,20211202,,1120054000.0,203798.92999997968,451878.4100000209
DD0FCFEDE6,서울특별시 성동구 마장로 301,메가*********,커피전문점2,서울 성동구,커피전문점,,20211202,,1120054000.0,203798.92999997968,451878.4100000209
89F36844AE,서울특별시 성동구 마장로 305,토프*******,커피전문점12,서울 성동구,커피전문점,,20190603,,1120054000.0,203826.8500000089,451903.7400000238
89F36844AE,서울특별시 성동구 마장로 305,토프*******,커피전문점12,서울 성동구,커피전문점,,20190603,,1120054000.0,203826.8500000089,451903.7400000238
2D4E9106EA,서울특별시 성동구 마장로 310,강원*****,,서울 성동구,농산물,,20211109,,1120054000.0,203887.96999997762,451886.6200000182
2D4E9106EA,서울특별시 성동구 마장로 310,강원*****,,서울 성동구,농산물,,20211109,,1120054000.0,203887.96999997762,451886.6200000182
409D0DA708,서울특별시 성동구 마장로 310,복권***********,,서울 성동구,식료품,,20221111,,1120054000.0,203887.96999997762,451886.6200000182
409D0DA708,서울특별시 성동구 마장로 310,복권***********,,서울 성동구,식료품,,20221111,,1120054000.0,203887.96999997762,451886.6200000182
9385DC7BDB,서울특별시 성동구 마장로 310,황귀***,,서울 성동구,백반/가정식,,20180111,,1120054000.0,203887.96999997762,451886.6200000182
9385DC7BDB,서울특별시 성동구 마장로 310,황귀***,,서울 성동구,백반/가정식,,20180111,,1120054000.0,203887.96999997762,451886.6200000182
746686BA39,서울특별시 성동구 마장로 310,픽미************,,서울 성동구,아이스크림/빙수,,20231222,,1120054000.0,203887.96999997762,451886.6200000182
746686BA39,서울특별시 성동구 마장로 310,픽미************,,서울 성동구,아이스크림/빙수,,20231222,,1120054000.0,203887.96999997762,451886.6200000182
C3D19B4AAD,서울특별시 성동구 마장로 323,연평********,,서울 성동구,한식-해물/생선,,20220707,,1120054000.0,203962.26999999082,452019.72000001825
C3D19B4AAD,서울특별시 성동구 마장로 323,연평********,,서울 성동구,한식-해물/생선,,20220707,,1120054000.0,203962.26999999082,452019.72000001825
3816AE5158,서울특별시 성동구 마장로 325,서산***,,서울 성동구,한식-해물/생선,,20230208,,1120054000.0,203978.6900000334,452027.42000002187
3816AE5158,서울특별시 성동구 마장로 325,서산***,,서울 성동구,한식-해물/생선,,20230208,,1120054000.0,203978.6900000334,452027.42000002187
9763A314E7,서울특별시 성동구 마장로 331,목포*****,,서울 성동구,한식-해물/생선,,20241021,,1120054000.0,204007.85999999035,452064.16000001883
9763A314E7,서울특별시 성동구 마장로 331,목포*****,,서울 성동구,한식-해물/생선,,20241021,,1120054000.0,204007.85999999035,452064.16000001883
6D76048445,서울특별시 성동구 무수막길 1,메가***********,,서울 성동구,한식-단품요리일반,금남시장,20241010,,1120061500.0,202252.1400000069,449870.07000002335
6D76048445,서울특별시 성동구 무수막길 1,메가***********,,서울 성동구,한식-단품요리일반,금남시장,20241010,,1120061500.0,202252.1400000069,449870.07000002335
E43552CFFF,서울특별시 성동구 무학로 8-1,40***,,서울 성동구,분식,,20211008,,1120053500.0,202676.439999989,451701.0700000156
E43552CFFF,서울특별시 성동구 무학로 8-1,40***,,서울 성동구,분식,,20211008,,1120053500.0,202676.439999989,451701.0700000156
9218EE2A57,서울특별시 성동구 무학로 8-3,챔스*********,,서울 성동구,카페,,20220224,,1120053500.0,202679.72999997035,451710.68000002054
9218EE2A57,서울특별시 성동구 무학로 8-3,챔스*********,,서울 성동구,카페,,20220224,,1120053500.0,202679.72999997035,451710.68000002054
53CA4BAE0A,서울특별시 성동구 사근동길 2,핵밥*****,,서울 성동구,일식-덮밥/돈가스,한양대,20231215,,1120055000.0,203652.03000003548,451160.62000001606
53CA4BAE0A,서울특별시 성동구 사근동길 2,핵밥*****,,서울 성동구,일식-덮밥/돈가스,한양대,20231215,,1120055000.0,203652.03000003548,451160.62000001606
ED8687C47C,서울특별시 성동구 사근동길 4,맘스*******,,서울 성동구,피자,한양대,20230227,,1120055000.0,203673.77999997756,451160.3100000241
ED8687C47C,서울특별시 성동구 사근동길 4,맘스*******,,서울 성동구,피자,한양대,20230227,,1120055000.0,203673.77999997756,451160.3100000241
535999101E,서울특별시 성동구 사근동길 4,매머************,,서울 성동구,커피전문점,한양대,20240119,,1120055000.0,203673.77999997756,451160.3100000241
535999101E,서울특별시 성동구 사근동길 4,매머************,,서울 성동구,커피전문점,한양대,20240119,,1120055000.0,203673.77999997756,451160.3100000241
